assists,bonus,bps,chance_of_playing_next_round,chance_of_playing_this_round,clean_sheets,code,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,creativity,creativity_rank,creativity_rank_type,direct_freekicks_order,direct_freekicks_text,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,goals_conceded,goals_scored,ict_index,ict_index_rank,ict_index_rank_type,id,in_dreamteam,influence,influence_rank,influence_rank_type,minutes,news,news_added,now_cost,own_goals,penalties_missed,penalties_order,penalties_saved,penalties_text,photo,points_per_game,red_cards,saves,second_name,selected_by_percent,special,squad_number,status,team,team_code,threat,threat_rank,threat_rank_type,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,yellow_cards
0,0,18,None,None,1,116594,None,,0,0,0,0,31.3,16,12,None,,0,3,1.6,2.1,3,N'Golo,3.0,0,0,6.9,31,20,134,False,28.4,35,14,90,,None,50,0,0,None,0,,116594.jpg,3.0,0,0,Kanté,4.1,False,None,a,6,8,9.0,75,46,3,13352,13352,10825,10825,0.6,0.6,Kanté,0
0,0,0,None,None,0,124183,5,,0,0,0,0,0.0,523,222,4,,0,3,2.2,2.7,0,Hakim,0.0,0,0,0.0,523,222,135,False,0.0,521,221,0,,None,60,0,0,4,0,,124183.jpg,0.0,0,0,Ziyech,0.5,False,None,a,6,8,0.0,520,221,0,1079,1079,3692,3692,0.0,0.0,Ziyech,0
0,0,1,None,None,0,126187,None,,0,0,0,0,0.8,143,77,None,,0,3,1.6,2.1,1,Ruben,1.0,0,0,0.6,175,80,136,False,5.6,141,58,25,,None,50,0,0,None,0,,126187.jpg,1.0,0,0,Loftus-Cheek,0.1,False,None,a,6,8,0.0,423,155,1,129,129,280,280,0.2,0.2,Loftus-Cheek,0
0,0,0,None,None,0,165153,None,,0,0,0,0,0.0,557,54,None,,0,4,2.6,3.1,0,Timo,0.0,0,0,0.0,557,54,137,False,0.0,556,54,0,,None,80,0,0,None,0,,165153.jpg,0.0,0,0,Werner,0.8,False,None,a,6,8,0.0,557,54,0,1716,1716,6071,6071,0.0,0.0,Werner,0
0,0,0,None,None,0,167767,None,,0,0,0,0,0.0,203,76,None,,0,2,1.0,1.5,0,Robert Kenedy,0.0,0,0,0.0,219,79,138,False,0.0,210,78,0,,None,40,0,0,None,0,,167767.jpg,0.0,0,0,Nunes do Nascimento,0.4,False,None,a,6,8,0.0,160,53,0,569,569,1126,1126,0.0,0.0,Kenedy,0
1,0,27,None,None,1,172850,3,,0,0,0,0,3.7,101,29,None,,0,2,3.0,3.5,9,Ben,9.0,0,0,0.9,167,63,139,False,3.2,157,66,64,,None,60,0,0,None,0,,172850.jpg,9.0,0,0,Chilwell,3.9,False,None,a,6,8,2.0,127,40,9,14384,14384,6914,6914,1.5,1.5,Chilwell,0
0,0,7,None,None,0,176413,None,,0,0,0,0,0.4,161,82,None,,0,3,2.2,2.7,1,Christian,1.0,0,0,0.7,171,77,140,False,3.0,161,69,25,,None,60,0,0,None,0,,176413.jpg,1.0,0,0,Pulisic,0.8,False,None,a,6,8,4.0,107,60,1,1570,1570,3304,3304,0.2,0.2,Pulisic,0
0,0,0,None,None,0,180736,None,,0,0,0,0,0.0,458,198,None,,0,2,2.3,2.8,0,Trevoh,0.0,0,0,0.0,460,198,141,False,0.0,455,198,0,,None,50,0,0,None,0,,180736.jpg,0.0,0,0,Chalobah,0.7,False,None,a,6,8,0.0,443,195,0,413,413,4018,4018,0.0,0.0,Chalobah,0
0,0,5,None,None,1,184341,1,,0,0,0,0,5.0,89,53,3,,0,3,2.7,3.2,3,Mason,3.0,0,0,3.5,85,46,142,False,8.6,119,46,64,,None,80,0,0,2,0,,184341.jpg,3.0,0,0,Mount,10.0,False,None,a,6,8,21.0,46,28,3,5896,5896,21759,21759,0.4,0.4,Mount,0
0,0,0,None,None,0,204727,None,,0,0,0,0,0.0,467,201,None,,0,2,2.3,2.8,0,Malang,0.0,0,0,0.0,469,201,143,False,0.0,464,201,0,,None,50,0,0,None,0,,204727.jpg,0.0,0,0,Sarr,0.2,False,None,a,6,8,0.0,453,199,0,130,130,900,900,0.0,0.0,Sarr,0
0,0,0,None,None,0,209046,None,,0,0,0,0,0.0,507,212,None,,0,3,2.0,2.5,0,Callum,0.0,0,0,0.0,508,213,144,False,0.0,504,211,0,,None,55,0,0,None,0,,209046.jpg,0.0,0,0,Hudson-Odoi,0.1,False,None,a,6,8,0.0,502,211,0,185,185,627,627,0.0,0.0,Hudson-Odoi,0
0,0,1,None,None,1,219847,None,,0,0,0,0,3.4,104,11,None,,0,4,2.6,3.1,2,Kai,2.0,0,0,5.2,49,7,145,False,1.6,177,16,74,,None,80,0,0,3,0,,219847.jpg,2.0,0,0,Havertz,4.6,False,None,a,6,8,47.0,11,5,2,9888,9888,17743,17743,0.2,0.2,Havertz,0
0,2,31,None,None,1,225796,4,,0,0,0,0,50.8,4,1,1,,0,2,3.0,3.5,7,Reece,7.0,0,0,8.4,21,4,146,False,14.4,87,44,90,,None,60,0,0,None,0,,225796.jpg,7.0,0,0,James,40.3,False,None,a,6,8,19.0,52,9,7,28833,28833,24086,24086,1.2,1.2,James,1
0,0,28,None,None,1,228286,None,,0,0,0,0,0.0,476,52,None,,1,1,3.1,3.6,7,Edouard,7.0,0,0,2.8,100,5,147,True,28.2,36,5,90,,None,50,0,0,None,0,,228286.jpg,7.0,0,3,Mendy,21.1,False,None,a,6,8,0.0,462,52,7,35284,35284,15171,15171,1.4,1.4,Mendy,0
0,0,3,None,None,0,232787,None,,0,0,0,0,0.5,156,80,None,,0,3,2.2,2.7,1,Conor,1.0,0,0,0.3,187,84,148,False,2.2,169,75,1,,None,60,0,0,None,0,,232787.jpg,1.0,0,0,Gallagher,1.8,False,None,a,6,8,0.0,529,227,1,790,790,9467,9467,0.2,0.2,Gallagher,0
0,0,0,None,None,0,243568,None,,0,0,0,0,0.0,364,121,None,,0,3,1.0,1.5,0,Billy,0.0,0,0,0.0,373,121,149,False,0.0,364,116,0,,None,45,0,0,None,0,,243568.jpg,0.0,0,0,Gilmour,0.7,False,None,a,6,8,0.0,339,107,0,538,538,1706,1706,0.0,0.0,Gilmour,0
0,0,3,None,None,0,440323,None,,0,0,0,0,0.3,171,22,None,,0,4,1.5,2.0,1,Armando,1.0,0,0,2.4,112,12,150,False,4.2,150,11,15,,None,55,0,0,None,0,,440323.jpg,1.0,0,0,Broja,1.5,False,None,a,6,8,19.0,50,12,1,1742,1742,4834,4834,0.2,0.2,Broja,0
0,0,0,None,None,0,199598,None,,0,0,0,0,0.0,329,155,None,,0,2,1.9,2.4,0,Ethan,0.0,0,0,0.0,340,157,151,False,0.0,331,156,0,,None,45,0,0,None,0,,199598.jpg,0.0,0,0,Ampadu,0.1,False,None,a,6,8,0.0,299,142,0,211,211,333,333,0.0,0.0,Ampadu,0
0,0,-1,None,None,1,103955,None,,0,0,0,0,23.8,25,19,None,,0,3,3.2,3.7,3,Raheem,3.0,0,0,8.8,15,10,304,False,8.0,124,49,90,,None,100,0,0,None,0,,103955.jpg,3.0,0,0,Sterling,6.7,False,None,a,6,8,56.0,5,3,3,5922,5922,11787,11787,0.3,0.3,Sterling,0
0,0,24,None,None,1,86129,None,,0,0,0,0,3.2,106,31,None,,0,2,2.6,3.1,6,Kalidou,6.0,0,0,3.9,73,22,520,False,18.4,61,29,74,,None,55,0,0,None,0,,86129.jpg,6.0,0,0,Koulibaly,9.8,False,None,a,6,8,17.0,57,11,6,23199,23199,15460,15460,1.1,1.1,Koulibaly,0
0,0,0,None,None,0,109533,None,,0,0,0,0,0.0,199,74,None,,0,2,1.0,1.5,0,Emerson,0.0,0,0,0.0,215,77,545,False,0.0,206,76,0,,None,40,0,0,None,0,,109533.jpg,0.0,0,0,Palmieri dos Santos,0.4,False,None,a,6,8,0.0,156,51,0,1595,1595,1238,1238,0.0,0.0,Emerson,0
0,0,15,None,None,0,40836,None,,0,0,0,0,0.0,250,27,None,,0,1,1.2,1.7,1,Vicente,1.0,2,0,1.4,150,9,152,False,13.6,89,9,90,,None,45,0,0,None,0,,40836.jpg,1.0,0,1,Guaita,1.6,False,None,a,7,31,0.0,208,27,1,1044,1044,1853,1853,0.2,0.2,Guaita,0
0,0,0,0,0,0,49413,None,,0,0,0,0,0.0,189,69,None,,0,2,0.0,0.0,0,James,0.0,0,0,0.0,205,72,153,False,0.0,196,71,0,Calf injury - Unknown return date,2022-08-04T15:00:05.354954Z,40,0,0,None,0,,49413.jpg,0.0,0,0,Tomkins,1.1,False,None,i,7,31,0.0,146,46,0,108,108,5049,5049,0.0,0.0,Tomkins,0
0,0,0,0,0,0,50471,None,,0,0,0,0,0.0,418,155,None,,0,3,0.0,0.0,0,James,0.0,0,0,0.0,425,155,154,False,0.0,419,151,0,Groin Injury - Unknown return date,2022-08-01T09:00:04.716469Z,50,0,0,None,0,,50471.jpg,0.0,0,0,McArthur,0.0,False,None,i,7,31,0.0,396,142,0,5,5,150,150,0.0,0.0,McArthur,0
0,0,0,None,None,0,54861,None,,0,0,0,0,0.0,488,35,None,,0,4,0.5,1.0,0,Christian,0.0,0,0,0.0,488,34,155,False,0.0,484,32,0,,None,55,0,0,None,0,,54861.jpg,0.0,0,0,Benteke,1.0,False,None,a,7,31,0.0,478,32,0,1498,1498,7695,7695,0.0,0.0,Benteke,0
0,0,0,None,None,0,55494,None,,0,0,0,0,0.0,253,112,None,,0,2,0.9,1.4,0,Joel,0.0,0,0,0.0,268,115,156,False,0.0,259,114,0,,None,45,0,0,None,0,,55494.jpg,0.0,0,0,Ward,0.2,False,None,a,7,31,0.0,211,90,0,110,110,824,824,0.0,0.0,Ward,0
0,0,9,None,None,0,57328,None,,0,0,0,0,14.1,59,18,None,,0,2,0.9,1.4,0,Nathaniel,0.0,2,0,2.2,116,42,157,False,8.2,120,57,90,,None,45,0,0,None,0,,57328.jpg,0.0,0,0,Clyne,0.2,False,None,a,7,31,0.0,216,95,0,432,432,465,465,0.0,0.0,Clyne,1
0,0,3,None,None,0,66975,3,,0,0,0,0,1.4,124,70,2,,0,3,0.0,0.5,1,Luka,1.0,1,0,0.2,188,85,158,False,0.8,183,84,15,,None,45,0,0,2,0,,66975.jpg,1.0,0,0,Milivojevic,0.7,False,None,a,7,31,0.0,226,76,1,1610,1610,1274,1274,0.2,0.2,Milivojevic,0
0,0,5,None,None,0,80146,None,,0,0,0,0,37.3,13,9,None,,0,3,1.0,1.5,2,Jordan,2.0,2,0,7.4,26,17,159,False,16.4,70,24,90,,None,55,0,0,None,0,,80146.jpg,2.0,0,0,Ayew,0.3,False,None,a,7,31,20.0,49,30,2,1133,1133,1066,1066,0.4,0.4,Ayew,0
0,0,16,None,None,0,82403,4,,0,0,0,0,30.4,17,13,None,,0,3,1.4,1.9,2,Wilfried,2.0,2,0,7.6,25,16,160,False,13.6,91,32,90,,None,70,0,0,1,0,,82403.jpg,2.0,0,0,Zaha,7.7,False,None,a,7,31,32.0,26,13,2,5734,5734,21775,21775,0.3,0.3,Zaha,0
0,0,11,None,None,0,86417,None,,0,0,0,0,7.0,86,51,None,,0,3,0.6,1.1,2,Jeffrey,2.0,2,0,5.2,48,28,161,False,13.4,92,33,85,,None,50,0,0,None,0,,86417.jpg,2.0,0,0,Schlupp,0.2,False,None,a,7,31,32.0,25,12,2,267,267,463,463,0.4,0.4,Schlupp,0
0,0,0,25,25,0,105666,None,,0,0,0,0,0.0,284,34,None,,0,1,0.3,0.4,0,Jack,0.0,0,0,0.0,299,47,162,False,0.0,290,47,0,Hand injury - 25% chance of playing,2022-08-01T17:30:04.731748Z,45,0,0,None,0,,105666.jpg,0.0,0,0,Butland,0.1,False,None,d,7,31,0.0,246,34,0,23,23,434,434,0.0,0.0,Butland,0
0,0,2,None,None,0,108413,None,,0,0,0,0,0.4,160,81,None,,0,3,0.6,1.1,1,Will,1.0,0,0,0.4,180,81,163,False,0.0,437,159,4,,None,50,0,0,None,0,,108413.jpg,1.0,0,0,Hughes,0.0,False,None,a,7,31,4.0,101,55,1,19,19,125,125,0.2,0.2,Hughes,0
0,0,0,None,None,0,173954,None,,0,0,0,0,0.0,317,104,None,,0,3,0.0,0.5,0,Jairo,0.0,0,0,0.0,329,104,164,False,0.0,320,99,0,,None,45,0,0,None,0,,173954.jpg,0.0,0,0,Riedewald,0.1,False,None,a,7,31,0.0,285,90,0,110,110,196,196,0.0,0.0,Riedewald,0
0,0,20,None,None,0,174874,None,,0,0,0,0,12.2,66,21,None,,0,2,0.9,1.4,1,Joachim,1.0,2,0,5.6,43,12,165,False,37.6,19,7,90,,None,45,0,0,None,0,,174874.jpg,1.0,0,0,Andersen,2.8,False,None,a,7,31,6.0,86,19,1,3542,3542,5442,5442,0.2,0.2,Andersen,0
0,0,-5,None,None,0,199670,None,,0,0,0,0,1.5,123,13,None,,0,4,0.5,1.0,1,Odsonne,1.0,1,0,6.0,38,5,166,False,3.0,159,13,57,,None,55,0,0,3,0,,199670.jpg,1.0,0,0,Edouard,3.4,False,None,a,7,31,55.0,7,3,1,6802,6802,10043,10043,0.2,0.2,Edouard,0
0,0,7,None,None,0,209036,None,,0,0,0,0,1.4,125,42,None,,0,2,0.9,1.4,-1,Marc,-1.0,2,0,1.8,134,52,167,False,16.4,69,35,90,,None,45,1,0,None,0,,209036.jpg,-1.0,0,0,Guéhi,2.1,False,None,a,7,31,0.0,303,146,-1,455,455,6621,6621,-0.2,-0.2,Guéhi,0
0,0,2,None,None,0,231747,None,,0,0,0,0,11.2,73,7,None,,0,4,0.5,1.0,1,Jean-Philippe,1.0,1,0,2.0,127,14,168,False,0.0,509,35,32,,None,55,0,0,None,0,,231747.jpg,1.0,0,0,Mateta,0.8,False,None,a,7,31,10.0,72,14,1,997,997,2976,2976,0.2,0.2,Mateta,0
0,0,7,None,None,0,232413,1,,0,0,0,0,8.0,83,49,4,,0,3,1.0,1.5,2,Eberechi,2.0,2,0,3.6,81,43,169,False,6.8,132,51,85,,None,55,0,0,None,0,,232413.jpg,2.0,0,0,Eze,1.0,False,None,a,7,31,21.0,44,26,2,2963,2963,2574,2574,0.4,0.4,Eze,0
0,0,11,None,None,0,244723,None,,0,0,0,0,2.0,115,36,None,,0,2,0.9,1.4,1,Tyrick,1.0,2,0,1.6,143,57,170,False,13.8,88,45,90,,None,45,0,0,None,0,,244723.jpg,1.0,0,0,Mitchell,1.0,False,None,a,7,31,0.0,341,169,1,751,751,1876,1876,0.2,0.2,Mitchell,0
0,0,0,0,0,0,443661,2,,0,0,0,0,0.0,516,219,3,,0,3,0.0,0.0,0,Michael,0.0,0,0,0.0,517,220,171,False,0.0,515,219,0,Foot injury - Expected back 20 Aug,2022-08-01T17:30:04.743028Z,55,0,0,None,0,,443661.jpg,0.0,0,0,Olise,0.2,False,None,i,7,31,0.0,511,218,0,63,63,1543,1543,0.0,0.0,Olise,0
0,0,0,None,None,0,450542,None,,0,0,0,0,0.0,386,132,None,,0,3,0.0,0.5,0,Jesurun,0.0,0,0,0.0,394,132,172,False,0.0,388,128,0,,None,45,0,0,None,0,,450542.jpg,0.0,0,0,Rak-Sakyi,0.1,False,None,a,7,31,0.0,363,119,0,68,68,176,176,0.0,0.0,Rak-Sakyi,0
0,0,2,None,None,0,450535,None,,0,0,0,0,0.5,155,79,None,,0,3,0.0,0.5,1,Malcolm,1.0,0,0,0.2,189,86,173,False,1.2,181,83,4,,None,45,0,0,None,0,,450535.jpg,1.0,0,0,Ebiowei,0.2,False,None,a,7,31,0.0,361,118,1,515,515,474,474,0.2,0.2,Ebiowei,0
0,0,0,None,None,0,232423,None,,0,0,0,0,0.0,223,88,None,,0,2,0.0,0.5,0,Nathan,0.0,0,0,0.0,239,91,174,False,0.0,230,90,0,,None,40,0,0,None,0,,232423.jpg,0.0,0,0,Ferguson,0.3,False,None,a,7,31,0.0,181,66,0,409,409,763,763,0.0,0.0,Ferguson,0
0,0,0,100,50,0,101982,None,,0,0,0,0,0.0,280,32,None,,0,1,1.2,0.9,0,Sam,0.0,0,0,0.0,295,45,175,False,0.0,286,45,0,,2022-08-01T17:30:04.756681Z,45,0,0,None,0,,101982.jpg,0.0,0,0,Johnstone,0.1,False,None,a,7,31,0.0,242,32,0,60,60,225,225,0.0,0.0,Johnstone,0
0,0,0,0,0,0,169593,None,,0,0,0,0,0.0,204,15,None,,0,1,0.0,0.0,0,Remi,0.0,0,0,0.0,220,29,495,False,0.0,211,29,0,Joined St Johnstone on loan - Expected back 01 Jul,2022-07-28T16:30:04.783610Z,40,0,0,None,0,,169593.jpg,0.0,0,0,Matthews,0.1,False,None,u,7,31,0.0,161,15,0,0,0,203,203,0.0,0.0,Matthews,0
0,0,0,None,None,0,450541,None,,0,0,0,0,0.0,385,29,None,,0,4,0.0,0.5,0,Luke,0.0,0,0,0.0,393,28,496,False,0.0,387,26,0,,None,45,0,0,None,0,,450541.jpg,0.0,0,0,Plange,1.6,False,None,a,7,31,0.0,362,26,0,1573,1573,2646,2646,0.0,0.0,Plange,0
0,0,16,None,None,0,438464,None,,0,0,0,0,3.8,100,62,None,,0,3,0.6,1.1,2,Cheick,2.0,1,0,1.0,164,74,514,False,5.8,139,56,74,,None,50,0,0,None,0,,438464.jpg,2.0,0,0,Doucouré,0.1,False,None,a,7,31,0.0,468,186,2,623,623,548,548,0.4,0.4,C.Doucouré,0
0,0,0,None,None,0,427623,None,,0,0,0,0,0.0,368,177,None,,0,2,0.9,1.4,0,Chris,0.0,0,0,0.0,377,178,530,False,0.0,369,178,0,,None,45,0,0,None,0,,427623.jpg,0.0,0,0,Richards,0.1,False,None,a,7,31,0.0,344,170,0,41,41,214,214,0.0,0.0,Richards,0
0,0,0,100,75,0,40349,None,,0,0,0,0,0.0,186,5,None,,0,1,1.0,0.4,0,Asmir,0.0,0,0,0.0,202,19,176,False,0.0,193,19,0,,2022-07-30T13:30:04.308081Z,40,0,0,None,0,,40349.jpg,0.0,0,0,Begović,0.6,False,None,a,8,11,0.0,143,5,0,435,435,662,662,0.0,0.0,Begović,0
0,0,0,100,0,0,57134,None,,0,0,0,0,0.0,423,33,None,,0,4,1.3,0.0,0,Salomón,0.0,0,0,0.0,430,32,177,False,0.0,424,30,0,,2022-07-05T15:30:04.154866Z,50,0,0,None,0,,57134.jpg,0.0,0,0,Rondón,0.2,False,None,a,8,11,0.0,401,30,0,1604,1604,914,914,0.0,0.0,Rondón,0
0,0,0,25,25,0,59949,None,,0,0,0,0,0.0,262,119,None,,0,2,0.5,0.3,0,Seamus,0.0,0,0,0.0,277,122,178,False,0.0,268,121,0,Lack of match fitness - 25% chance of playing,2022-07-15T12:00:04.659129Z,45,0,0,None,0,,59949.jpg,0.0,0,0,Coleman,0.0,False,None,d,8,11,0.0,222,98,0,62,62,262,262,0.0,0.0,Coleman,0
0,0,0,0,0,0,60252,3,,0,0,0,0,0.0,489,198,3,,0,3,0.0,0.0,0,Andros,0.0,0,0,0.0,489,198,179,False,0.0,485,196,0,Knee injury - Expected back 01 Oct,2022-07-05T15:30:04.167286Z,55,0,0,2,0,,60252.jpg,0.0,0,0,Townsend,0.0,False,None,i,8,11,0.0,479,192,0,21,21,38,38,0.0,0.0,Townsend,0
0,0,0,None,None,0,106611,None,,0,0,0,0,0.0,286,132,None,,0,2,1.9,1.4,0,Michael,0.0,0,0,0.0,301,135,180,False,0.0,292,134,0,,None,45,0,0,None,0,,106611.jpg,0.0,0,0,Keane,0.8,False,None,a,8,11,0.0,248,112,0,530,530,2260,2260,0.0,0.0,Keane,0
0,0,2,None,None,0,108823,None,,0,0,0,0,1.9,118,69,None,,0,3,2.0,1.5,1,Dele,1.0,0,0,0.7,170,76,181,False,1.4,179,82,29,,None,55,0,0,None,0,,108823.jpg,1.0,0,0,Alli,0.6,False,None,a,8,11,4.0,104,57,1,1568,1568,2296,2296,0.2,0.2,Dele,0
0,0,20,None,None,0,111234,None,,0,0,0,0,0.0,290,36,None,,0,1,2.2,1.7,3,Jordan,3.0,1,0,3.6,80,3,182,False,36.0,22,3,90,,None,45,0,0,None,0,,111234.jpg,3.0,0,5,Pickford,5.6,False,None,a,8,11,0.0,253,36,3,8886,8886,6104,6104,0.7,0.7,Pickford,0
0,0,0,None,None,0,119765,None,,0,0,0,0,0.0,442,166,None,,0,3,1.6,1.1,0,Allan,0.0,0,0,0.0,445,165,183,False,0.0,440,162,0,,None,50,0,0,None,0,,119765.jpg,0.0,0,0,Marques Loureiro,0.2,False,None,a,8,11,0.0,421,154,0,658,658,881,881,0.0,0.0,Allan,0
0,0,0,0,0,0,120250,None,,0,0,0,0,0.0,295,97,None,,0,3,0.0,0.0,0,André,0.0,0,0,0.0,309,97,184,False,0.0,300,92,0,Muscle injury - Expected back 20 Aug,2022-08-04T16:30:05.406319Z,45,0,0,None,0,,120250.jpg,0.0,0,0,Tavares Gomes,0.2,False,None,i,8,11,0.0,259,82,0,105,105,1748,1748,0.0,0.0,André Gomes,0
0,0,13,None,None,0,121599,None,,0,0,0,0,3.5,102,63,None,,0,3,2.0,1.5,2,Abdoulaye,2.0,1,0,3.8,76,40,185,False,9.0,118,45,90,,None,55,0,0,None,0,,121599.jpg,2.0,0,0,Doucouré,0.3,False,None,a,8,11,25.0,32,18,2,889,889,788,788,0.4,0.4,A.Doucouré,0
0,0,16,None,None,0,153133,None,,0,0,0,0,21.9,32,22,None,,0,3,2.0,1.5,2,Alex,2.0,1,0,3.8,77,41,186,False,13.6,90,31,90,,None,55,0,0,None,0,,153133.jpg,2.0,0,0,Iwobi,0.2,False,None,a,8,11,2.0,125,68,2,682,682,493,493,0.4,0.4,Iwobi,0
0,0,0,None,None,0,160987,None,,0,0,0,0,0.0,309,101,None,,0,3,1.0,0.5,0,Jean-Philippe,0.0,0,0,0.0,322,101,187,False,0.0,313,96,0,,None,45,0,0,None,0,,160987.jpg,0.0,0,0,Gbamin,0.1,False,None,a,8,11,0.0,274,87,0,251,251,179,179,0.0,0.0,Gbamin,0
0,0,4,25,None,0,164511,None,,0,0,0,0,0.2,173,62,None,,0,2,0.5,1.4,1,Yerry,1.0,1,0,1.2,158,61,188,False,11.8,103,52,69,Muscle injury - 25% chance of playing,2022-08-07T01:30:05.719432Z,45,0,0,None,0,,164511.jpg,1.0,0,0,Mina,0.2,False,None,d,8,11,0.0,275,127,1,603,603,1352,1352,0.2,0.2,Mina,1
0,0,8,None,None,0,172632,2,,0,0,0,0,15.2,50,32,2,,0,3,2.0,1.5,2,Demarai,2.0,1,0,4.6,59,32,189,False,6.6,133,52,90,,None,55,0,0,3,0,,172632.jpg,2.0,0,0,Gray,0.9,False,None,a,8,11,24.0,36,20,2,2051,2051,1802,1802,0.4,0.4,Gray,0
0,0,0,0,0,0,173807,None,,0,0,0,0,0.0,453,174,None,,0,3,0.0,0.0,0,Tom,0.0,0,0,0.0,455,173,190,False,0.0,450,170,0,Muscle injury - Expected back 13 Aug,2022-08-04T17:00:05.972132Z,50,0,0,None,0,,173807.jpg,0.0,0,0,Davies,0.0,False,None,i,8,11,0.0,436,164,0,15,15,283,283,0.0,0.0,Davies,0
0,0,0,0,0,0,177815,None,,0,0,0,0,0.0,559,55,None,,0,4,0.0,0.0,0,Dominic,0.0,0,0,0.0,559,55,191,False,0.0,558,55,0,Knee injury - Expected back 17 Sep,2022-08-03T16:30:05.539021Z,80,0,0,1,0,,177815.jpg,0.0,0,0,Calvert-Lewin,0.6,False,None,i,8,11,0.0,559,55,0,182,182,6189,6189,0.0,0.0,Calvert-Lewin,0
0,0,9,None,None,0,194164,None,,0,0,0,0,0.5,152,55,None,,0,2,1.9,1.4,1,Mason,1.0,1,0,5.0,51,15,192,False,29.2,33,13,72,,None,45,0,0,None,0,,194164.jpg,1.0,0,0,Holgate,0.1,False,None,a,8,11,20.0,48,8,1,435,435,338,338,0.2,0.2,Holgate,1
0,0,5,0,None,0,198826,None,,0,0,0,0,0.0,325,153,None,,0,2,0.0,1.4,1,Ben,1.0,0,0,0.1,193,69,193,False,1.2,180,68,17,Leg injury - Unknown return date,2022-08-07T01:30:05.741802Z,45,0,0,None,0,,198826.jpg,1.0,0,0,Godfrey,0.2,False,None,i,8,11,0.0,293,138,1,270,270,1445,1445,0.2,0.2,Godfrey,0
0,0,4,None,None,0,224967,4,,0,0,0,0,15.7,48,14,None,,0,2,1.9,1.4,1,Vitalii,1.0,1,0,3.3,90,28,194,False,15.8,74,38,90,,None,45,0,0,None,0,,224967.jpg,1.0,0,0,Mykolenko,0.3,False,None,a,8,11,1.0,133,44,1,712,712,463,463,0.2,0.2,Mykolenko,1
0,0,5,None,None,0,232826,1,,0,0,0,0,1.4,126,71,1,,0,3,2.0,1.5,2,Anthony,2.0,1,0,1.6,146,67,195,False,2.2,168,74,90,,None,55,0,0,None,0,,232826.jpg,2.0,0,0,Gordon,1.3,False,None,a,8,11,12.0,65,40,2,3532,3532,2373,2373,0.4,0.4,Gordon,0
0,0,0,0,0,0,480455,None,,0,0,0,0,0.0,240,101,None,,0,2,0.0,0.0,0,Jarrad,0.0,0,0,0.0,256,104,196,False,0.0,247,103,0,Joined PSV Eindhoven on loan - Expected back 01 Jul,2022-07-17T21:30:04.439165Z,40,0,0,None,0,,480455.jpg,0.0,0,0,Branthwaite,0.0,False,None,u,8,11,0.0,198,79,0,0,0,184,184,0.0,0.0,Branthwaite,0
0,0,12,None,None,0,243571,None,,0,0,0,0,3.4,103,30,None,,0,2,1.0,0.5,2,Nathan,2.0,1,0,2.2,115,41,197,False,14.4,85,42,90,,None,40,0,0,None,0,,243571.jpg,2.0,0,0,Patterson,3.5,False,None,a,8,11,4.0,94,24,2,17564,17564,2872,2872,0.5,0.5,Patterson,0
0,0,0,None,None,0,495542,None,,0,0,0,0,0.0,243,104,None,,0,2,1.0,0.5,0,Niels,0.0,0,0,0.0,259,107,198,False,0.0,250,106,0,,None,40,0,0,None,0,,495542.jpg,0.0,0,0,Nkounkou,0.5,False,None,a,8,11,0.0,201,82,0,884,884,1103,1103,0.0,0.0,Nkounkou,0
0,0,12,None,None,0,17761,None,,0,0,0,0,13.8,61,20,None,,0,2,1.9,1.4,2,James,2.0,1,0,7.8,22,5,199,False,30.2,32,12,90,,None,45,0,0,None,0,,17761.jpg,2.0,0,0,Tarkowski,0.8,False,None,a,8,11,34.0,22,3,2,1431,1431,1020,1020,0.4,0.4,Tarkowski,0
0,0,3,None,None,0,216054,None,,0,0,0,0,1.1,135,46,None,,0,2,1.9,1.4,1,Rúben,1.0,0,0,0.6,173,64,531,False,4.6,146,64,20,,None,45,0,0,None,0,,216054.jpg,1.0,0,0,Nascimento Vinagre,0.1,False,None,a,8,11,0.0,313,151,1,64,64,141,141,0.2,0.2,Vinagre,0
0,0,20,None,None,0,433154,None,,0,0,0,0,15.9,46,30,None,,0,3,2.0,1.5,2,Dwight,2.0,1,0,3.3,91,48,534,False,14.8,81,30,60,,None,55,0,0,None,0,,433154.jpg,2.0,0,0,McNeil,0.4,False,None,a,8,11,2.0,126,69,2,533,533,858,858,0.4,0.4,McNeil,0
0,0,0,None,None,0,510328,None,,0,0,0,0,0.0,408,147,None,,0,3,1.0,0.5,0,Stanley,0.0,0,0,0.0,415,147,560,False,0.0,409,143,0,,None,45,0,0,None,0,,510328.jpg,0.0,0,0,Mills,0.0,False,None,a,8,11,0.0,386,134,0,41,41,5,5,0.0,0.0,Mills,0
0,0,0,None,None,0,461453,None,,0,0,0,0,0.0,390,134,None,,0,3,1.0,0.5,0,Lewis,0.0,0,0,0.0,397,134,561,False,0.0,391,130,0,,None,45,0,0,None,0,,461453.jpg,0.0,0,0,Warrington,0.0,False,None,a,8,11,0.0,367,121,0,582,582,77,77,0.0,0.0,Warrington,0
