assists,bonus,bps,chance_of_playing_next_round,chance_of_playing_this_round,clean_sheets,code,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,creativity,creativity_rank,creativity_rank_type,direct_freekicks_order,direct_freekicks_text,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,goals_conceded,goals_scored,ict_index,ict_index_rank,ict_index_rank_type,id,in_dreamteam,influence,influence_rank,influence_rank_type,minutes,news,news_added,now_cost,own_goals,penalties_missed,penalties_order,penalties_saved,penalties_text,photo,points_per_game,red_cards,saves,second_name,selected_by_percent,special,squad_number,status,team,team_code,threat,threat_rank,threat_rank_type,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,yellow_cards
0,0,1,None,None,0,158499,2,,0,0,0,0,0.3,169,87,3,,0,3,0.5,1.5,1,Ryan,1.0,0,0,0.0,502,207,69,False,0.0,498,205,4,,None,55,0,0,None,0,,158499.jpg,1.0,0,0,Christie,0.1,False,None,a,3,91,0.0,495,204,1,64,64,225,225,0.2,0.2,Christie,0
0,0,10,None,None,1,168991,None,,0,0,0,0,1.0,138,76,1,,0,3,0.5,1.5,2,Philip,2.0,0,0,2.7,103,51,70,False,22.2,46,18,90,,None,55,0,0,None,0,,168991.jpg,2.0,0,0,Billing,0.2,False,None,a,3,91,4.0,105,58,2,218,218,445,445,0.4,0.4,Billing,1
0,1,29,None,None,1,223911,None,,0,0,0,0,0.1,177,65,None,,0,2,0.4,1.4,7,Chris,7.0,0,0,3.7,78,24,71,False,37.0,20,8,90,,None,45,0,0,None,0,,223911.jpg,7.0,0,0,Mepham,0.1,False,None,a,3,91,0.0,327,161,7,412,412,141,141,1.6,1.6,Mepham,0
0,0,24,None,None,1,229600,None,,0,0,0,0,0.0,356,42,None,,0,1,0.7,1.7,6,Mark,6.0,0,0,1.5,148,8,72,False,14.6,83,8,90,,None,45,0,0,None,0,,229600.jpg,6.0,0,2,Travers,0.4,False,None,a,3,91,0.0,331,42,6,3645,3645,918,918,1.3,1.3,Travers,0
1,3,40,None,None,1,235530,None,,0,0,0,0,14.1,60,19,None,,1,2,0.4,1.4,12,Lloyd,12.0,0,0,6.6,33,8,73,True,49.6,5,2,90,,None,45,0,0,None,0,,235530.jpg,12.0,0,0,Kelly,0.4,False,None,a,3,91,2.0,114,35,12,9789,9789,972,972,2.7,2.7,Kelly,0
0,0,0,None,None,0,244085,None,,0,0,0,0,0.0,477,190,None,,0,3,0.1,1.1,0,Siriki,0.0,0,0,0.0,477,189,74,False,0.0,473,187,0,,None,50,0,0,None,0,,244085.jpg,0.0,0,0,Dembélé,0.1,False,None,a,3,91,0.0,464,182,0,153,153,448,448,0.0,0.0,Dembélé,0
0,0,0,None,None,0,444180,1,,0,0,0,0,0.0,517,220,None,,0,3,0.5,1.5,0,Jaidon,0.0,0,0,0.0,518,221,75,False,0.0,516,220,0,,None,55,0,0,None,0,,444180.jpg,0.0,0,0,Anthony,0.1,False,None,a,3,91,0.0,512,219,0,148,148,488,488,0.0,0.0,Anthony,0
0,0,25,None,None,1,447932,None,,0,0,0,0,10.7,75,24,None,,0,2,0.4,1.4,6,Jordan,6.0,0,0,3.4,86,26,76,False,21.6,51,21,90,,None,45,0,0,None,0,,447932.jpg,6.0,0,0,Zemura,0.1,False,None,a,3,91,2.0,117,37,6,853,853,270,270,1.3,1.3,Zemura,0
0,0,0,None,None,0,444172,None,,0,0,0,0,0.0,233,26,None,,0,1,-0.5,0.5,0,Will,0.0,0,0,0.0,249,40,77,False,0.0,240,40,0,,None,40,0,0,None,0,,444172.jpg,0.0,0,0,Dennis,0.7,False,None,a,3,91,0.0,191,26,0,791,791,549,549,0.0,0.0,Dennis,0
0,0,0,0,0,0,156685,4,,0,0,0,0,0.0,449,170,None,,0,3,0.0,0.0,0,Joe,0.0,0,0,0.0,451,169,505,False,0.0,446,166,0,Thigh injury - Expected back 03 Sep,2022-07-31T23:30:04.384595Z,50,0,0,None,0,,156685.jpg,0.0,0,0,Rothwell,0.0,False,None,i,3,91,0.0,430,160,0,11,11,75,75,0.0,0.0,Rothwell,0
0,0,20,None,None,1,201658,None,,0,0,0,0,42.3,8,7,None,,0,3,0.1,1.1,3,Marcus,3.0,0,0,5.7,41,25,535,False,13.0,97,34,85,,None,50,0,0,None,0,,201658.jpg,3.0,0,0,Tavernier,0.1,False,None,a,3,91,2.0,122,66,3,658,658,214,214,0.6,0.6,Tavernier,0
0,0,0,None,None,0,463981,None,,0,0,0,0,0.0,393,184,None,,0,2,0.4,1.4,0,James,0.0,0,0,0.0,400,185,539,False,0.0,394,185,0,,None,45,0,0,None,0,,463981.jpg,0.0,0,0,Hill,0.0,False,None,a,3,91,0.0,371,178,0,47,47,92,92,0.0,0.0,Hill,0
0,0,17,None,None,0,61810,None,,0,0,0,0,0.0,263,120,None,,0,2,1.4,1.9,1,Pontus,1.0,2,0,0.0,278,123,78,False,0.0,269,122,90,,None,45,0,0,None,0,,61810.jpg,1.0,0,0,Jansson,2.3,False,None,a,4,94,0.0,223,99,1,871,871,2912,2912,0.2,0.2,Jansson,0
0,0,14,None,None,0,128295,None,,0,0,0,0,0.0,500,205,None,,0,3,1.5,2.0,2,Christian,2.0,2,0,0.0,499,205,79,False,0.0,495,203,72,,None,55,0,0,None,0,,128295.jpg,2.0,0,0,Nørgaard,0.3,False,None,a,4,94,0.0,492,201,2,414,414,592,592,0.4,0.4,Nørgaard,0
0,0,26,None,None,0,144485,None,,0,0,0,0,0.0,547,50,None,,0,4,1.7,2.2,6,Ivan,6.0,2,1,0.0,547,50,80,False,0.0,546,50,90,,None,70,0,0,1,0,,144485.jpg,6.0,0,0,Toney,5.5,False,None,a,4,94,0.0,546,49,6,11172,11172,13746,13746,0.9,0.9,Toney,0
0,0,15,None,None,0,154561,None,,0,0,0,0,0.0,303,38,None,,0,1,1.7,2.2,2,David,2.0,2,0,0.0,317,50,81,False,0.0,308,50,90,,None,45,0,0,None,0,,154561.jpg,2.0,0,3,Raya Martin,6.0,False,None,a,4,94,0.0,267,38,2,2434,2434,4984,4984,0.4,0.4,Raya,0
0,0,0,0,0,0,174932,None,,0,0,0,0,0.0,455,197,5,,0,2,0.0,0.0,0,Sergi,0.0,0,0,0.0,457,197,82,False,0.0,452,197,0,Hamstring injury - Expected back 20 Aug,2022-07-05T15:30:04.130646Z,50,0,0,None,0,,174932.jpg,0.0,0,0,Canós Tenés,0.0,False,None,i,4,94,0.0,438,193,0,47,47,75,75,0.0,0.0,Canós,0
0,0,20,None,None,0,183656,None,,0,0,0,0,0.0,318,105,None,,0,3,0.5,1.0,6,Josh,6.0,0,1,0.0,330,105,83,False,0.0,321,100,31,,None,45,0,0,4,0,,183656.jpg,6.0,0,0,Dasilva,1.1,False,None,a,4,94,0.0,286,91,6,5532,5532,1215,1215,1.3,1.3,Dasilva,0
0,0,0,0,0,0,191866,None,,0,0,0,0,0.0,321,150,None,,0,2,0.0,0.0,0,Kristoffer,0.0,0,0,0.0,333,153,84,False,0.0,324,152,0,Hamstring injury - Expected back 27 Aug,2022-07-09T23:30:03.939569Z,45,0,0,None,0,,191866.jpg,0.0,0,0,Ajer,0.0,False,None,i,4,94,0.0,289,135,0,39,39,189,189,0.0,0.0,Ajer,0
1,0,22,None,None,0,194010,None,,0,0,0,0,0.0,322,151,None,,0,2,1.4,1.9,4,Rico,4.0,2,0,0.0,334,154,85,False,0.0,325,153,90,,None,45,0,0,None,0,,194010.jpg,4.0,0,0,Henry,0.6,False,None,a,4,94,0.0,290,136,4,819,819,833,833,0.9,0.9,Henry,0
0,0,14,None,None,0,204580,4,,0,0,0,0,0.0,506,211,None,,0,3,1.5,2.0,2,Vitaly,2.0,2,0,0.0,507,212,86,False,0.0,503,210,90,,None,55,0,0,None,0,,204580.jpg,2.0,0,0,Janelt,0.1,False,None,a,4,94,0.0,501,210,2,101,101,151,151,0.4,0.4,Janelt,0
0,0,0,None,None,0,205836,5,,0,0,0,0,0.0,469,185,4,,0,3,1.1,1.6,0,Saman,0.0,0,0,0.0,471,184,87,False,0.0,466,181,0,,None,50,0,0,None,0,,205836.jpg,0.0,0,0,Ghoddos,0.0,False,None,a,4,94,0.0,455,176,0,46,46,70,70,0.0,0.0,Ghoddos,0
0,0,9,None,None,0,207283,2,,0,0,0,0,0.0,471,187,None,,0,3,1.1,1.6,1,Mathias,1.0,2,0,0.0,473,186,88,False,0.0,468,183,58,,None,50,0,0,None,0,,207283.jpg,1.0,0,0,Jensen,0.1,False,None,a,4,94,0.0,457,178,1,111,111,134,134,0.2,0.2,Jensen,0
0,0,5,None,None,0,216646,None,,0,0,0,0,0.0,509,214,None,,0,3,1.5,2.0,2,Yoane,2.0,2,0,0.0,510,215,89,False,0.0,506,213,83,,None,55,0,0,None,0,,216646.jpg,2.0,0,0,Wissa,0.2,False,None,a,4,94,0.0,504,213,2,277,277,424,424,0.4,0.4,Wissa,0
0,0,0,None,None,0,226956,None,,0,0,0,0,0.0,354,170,None,,0,2,1.4,1.9,0,Mads,0.0,0,0,0.0,364,171,90,False,0.0,355,170,0,,None,45,0,0,None,0,,226956.jpg,0.0,0,0,Roerslev Rasmussen,0.1,False,None,a,4,94,0.0,329,162,0,38,38,117,117,0.0,0.0,Roerslev,0
0,0,3,None,None,0,228044,None,,0,0,0,0,0.0,355,171,None,,0,2,1.4,1.9,1,Mads,1.0,0,0,0.0,365,172,91,False,0.0,356,171,6,,None,45,0,0,None,0,,228044.jpg,1.0,0,0,Bech Sørensen,0.1,False,None,a,4,94,0.0,330,163,1,121,121,141,141,0.2,0.2,Bech,0
0,0,0,0,0,0,231065,None,,0,0,0,0,0.0,357,172,None,,0,2,0.0,0.0,0,Ethan,0.0,0,0,0.0,366,173,92,False,0.0,357,172,0,Knee injury - Unknown return date,2022-07-22T23:00:04.442209Z,45,0,0,None,0,,231065.jpg,0.0,0,0,Pinnock,0.0,False,None,i,4,94,0.0,332,164,0,10,10,239,239,0.0,0.0,Pinnock,0
0,0,0,None,None,0,428580,None,,0,0,0,0,0.0,478,191,None,,0,3,1.1,1.6,0,Frank,0.0,0,0,0.0,479,191,93,False,0.0,475,189,0,,None,50,0,0,None,0,,428580.jpg,0.0,0,0,Onyeka,0.0,False,None,a,4,94,0.0,466,184,0,62,62,121,121,0.0,0.0,Onyeka,0
0,0,5,None,None,0,432160,None,,0,0,0,0,0.0,369,124,None,,0,3,0.5,1.0,1,Shandon,1.0,0,0,0.0,378,124,94,False,0.0,370,119,17,,None,45,0,0,None,0,,432160.jpg,1.0,0,0,Baptiste,0.3,False,None,a,4,94,0.0,345,110,1,358,358,440,440,0.2,0.2,Baptiste,0
0,0,13,None,None,0,446008,3,,0,0,0,0,0.0,533,43,3,,0,4,1.3,1.8,2,Bryan,2.0,2,0,0.0,533,43,95,False,0.0,532,43,90,,None,60,0,0,2,0,,446008.jpg,2.0,0,0,Mbeumo,2.6,False,None,a,4,94,0.0,532,42,2,2121,2121,6418,6418,0.3,0.3,Mbeumo,0
0,0,0,None,None,0,213687,None,,0,0,0,0,0.0,215,84,None,,0,2,0.5,1.0,0,Charlie,0.0,0,0,0.0,231,87,96,False,0.0,222,86,0,,None,40,0,0,None,0,,213687.jpg,0.0,0,0,Goode,0.7,False,None,a,4,94,0.0,173,62,0,820,820,872,872,0.0,0.0,Goode,0
0,0,0,0,0,0,216620,None,,0,0,0,0,0.0,340,26,None,,0,4,0.0,0.0,0,Marcus,0.0,0,0,0.0,351,25,97,False,0.0,342,22,0,Transferred to Middlesbrough,2022-07-28T16:30:04.354162Z,45,0,0,None,0,,216620.jpg,0.0,0,0,Forss,0.2,False,None,u,4,94,0.0,314,23,0,0,0,1067,1067,0.0,0.0,Forss,0
0,0,0,0,0,0,232247,None,,0,0,0,0,0.0,222,87,None,,0,2,0.0,0.0,0,Dominic,0.0,0,0,0.0,238,90,98,False,0.0,229,89,0,Transferred to Blackpool,2022-07-25T23:00:04.235293Z,40,0,0,None,0,,232247.jpg,0.0,0,0,Thompson,0.1,False,None,u,4,94,0.0,180,65,0,0,0,352,352,0.0,0.0,Thompson,0
0,0,0,0,0,0,481405,None,,0,0,0,0,0.0,398,139,None,,0,3,0.0,0.0,0,Mads,0.0,0,0,0.0,405,139,99,False,0.0,399,135,0,Season-long loan to FC Nordsjælland,2022-07-15T15:58:39.010980Z,45,0,0,None,0,,481405.jpg,0.0,0,0,Bidstrup,0.0,False,None,u,4,94,0.0,376,126,0,0,0,12,12,0.0,0.0,Bidstrup,0
0,0,0,0,0,0,235448,None,,0,0,0,0,0.0,226,23,None,,0,1,0.0,0.0,0,Ellery,0.0,0,0,0.0,242,37,100,False,0.0,233,37,0,Joined Crawley Town on loan - Expected back 01 Jul,2022-07-31T21:00:04.294454Z,40,0,0,None,0,,235448.jpg,0.0,0,0,Balcombe,0.2,False,None,u,4,94,0.0,184,23,0,0,0,657,657,0.0,0.0,Balcombe,0
0,0,8,None,None,0,472713,None,,0,0,0,0,0.0,482,203,None,,0,2,1.8,2.3,1,Aaron,1.0,2,0,0.0,483,203,510,False,0.0,479,203,83,,None,50,0,0,None,0,,472713.jpg,1.0,0,0,Hickey,0.3,False,None,a,4,94,0.0,471,201,1,703,703,709,709,0.2,0.2,Hickey,0
0,0,3,None,None,0,249231,None,,0,0,0,0,0.0,514,217,None,,0,3,1.5,2.0,1,Keane,1.0,0,0,0.0,515,218,515,False,0.0,513,217,31,,None,55,0,0,None,0,,249231.jpg,1.0,0,0,Lewis-Potter,0.1,False,None,a,4,94,0.0,509,216,1,142,142,259,259,0.2,0.2,Lewis-Potter,0
0,0,0,None,None,0,140200,None,,0,0,0,0,0.0,299,37,None,,0,1,1.7,2.2,0,Thomas,0.0,0,0,0.0,313,49,517,False,0.0,304,49,0,,None,45,0,0,None,0,,140200.jpg,0.0,0,0,Strakosha,0.2,False,None,a,4,94,0.0,263,37,0,174,174,427,427,0.0,0.0,Strakosha,0
0,0,9,None,None,0,51927,None,,0,0,0,0,0.0,252,111,None,,0,2,1.4,1.9,0,Ben,0.0,2,0,0.0,267,114,526,False,0.0,258,113,58,,None,45,0,0,None,0,,51927.jpg,0.0,0,0,Mee,0.3,False,None,a,4,94,0.0,210,89,0,294,294,432,432,0.0,0.0,Mee,0
0,0,0,None,None,0,450550,None,,0,0,0,0,0.0,236,97,None,,0,2,0.5,1.0,0,Fin,0.0,0,0,0.0,252,100,540,False,0.0,243,99,0,,None,40,0,0,None,0,,450550.jpg,0.0,0,0,Stevens,0.2,False,None,a,4,94,0.0,194,75,0,781,781,391,391,0.0,0.0,Stevens,0
1,0,11,None,None,0,434662,None,,0,0,0,0,0.0,372,27,None,,0,4,0.5,1.0,4,Halil,4.0,0,0,0.0,381,26,541,False,0.0,374,24,6,,None,45,0,0,None,0,,434662.jpg,4.0,0,0,Dervişoğlu,0.5,False,None,a,4,94,0.0,348,24,4,3987,3987,991,991,0.9,0.9,Dervişoğlu,0
0,0,18,None,None,0,39155,None,,0,0,0,0,0.0,416,153,None,,0,3,1.6,1.1,2,Adam,2.0,1,0,0.0,423,153,101,False,0.0,417,149,75,,None,50,0,0,None,0,,39155.jpg,2.0,0,0,Lallana,0.2,False,None,a,5,36,0.0,394,140,2,686,686,331,331,0.4,0.4,Lallana,0
0,0,0,None,None,0,49262,None,,0,0,0,0,0.0,188,7,None,,0,1,1.0,0.5,0,Jason,0.0,0,0,0.0,204,21,102,False,0.0,195,21,0,,None,40,0,0,None,0,,49262.jpg,0.0,0,0,Steele,1.0,False,None,a,5,36,0.0,145,7,0,794,794,593,593,0.0,0.0,Steele,0
1,0,20,None,None,0,50175,None,,0,0,0,0,0.0,534,44,None,,0,4,2.0,1.5,5,Danny,5.0,1,0,0.0,534,44,103,False,0.0,533,44,90,,None,65,0,0,None,0,,50175.jpg,5.0,0,0,Welbeck,0.5,False,None,a,5,36,0.0,533,43,5,3401,3401,1497,1497,0.8,0.8,Welbeck,0
0,0,44,None,None,0,60307,1,,0,0,0,0,0.0,490,199,None,,1,3,2.0,1.5,12,Pascal,12.0,1,2,0.0,490,199,104,True,0.0,486,197,90,,None,55,0,0,2,0,,60307.jpg,12.0,0,0,Groß,0.5,False,None,a,5,36,0.0,480,193,12,17590,17590,784,784,2.2,2.2,Groß,0
0,0,9,None,None,0,83299,None,,0,0,0,0,0.0,270,124,None,,0,2,1.9,1.4,2,Lewis,2.0,1,0,0.0,285,127,106,False,0.0,276,126,90,,None,45,0,0,None,0,,83299.jpg,2.0,0,0,Dunk,1.9,False,None,a,5,36,0.0,231,103,2,3512,3512,2036,2036,0.4,0.4,Dunk,0
1,0,15,None,None,0,109345,3,,0,0,0,0,0.0,440,164,4,,0,3,1.6,1.1,5,Solly,5.0,1,0,0.0,443,163,107,False,0.0,438,160,90,,None,50,0,0,None,0,,109345.jpg,5.0,0,0,March,0.1,False,None,a,5,36,0.0,419,152,5,958,958,205,205,1.0,1.0,March,0
0,0,12,None,None,0,110735,None,,0,0,0,0,0.0,289,134,None,,0,2,1.9,1.4,2,Adam,2.0,1,0,0.0,304,137,108,False,0.0,295,136,90,,None,45,0,0,None,0,,110735.jpg,2.0,0,0,Webster,0.1,False,None,a,5,36,0.0,252,115,2,387,387,219,219,0.4,0.4,Webster,0
0,0,15,None,None,0,111478,None,,0,0,0,0,0.0,291,135,None,,0,2,1.9,1.4,2,Joël,2.0,1,0,0.0,305,138,109,False,0.0,296,137,90,,None,45,0,0,None,0,,111478.jpg,2.0,0,0,Veltman,0.3,False,None,a,5,36,0.0,254,116,2,429,429,426,426,0.4,0.4,Veltman,0
0,0,0,None,None,0,115382,None,,0,0,0,0,0.0,536,45,None,,0,4,2.0,1.5,0,Neal,0.0,0,0,0.0,536,45,110,False,0.0,535,45,0,,None,65,0,0,1,0,,115382.jpg,0.0,0,0,Maupay,1.0,False,None,a,5,36,0.0,535,44,0,2146,2146,4579,4579,0.0,0.0,Maupay,0
0,0,7,None,None,0,116216,None,,0,0,0,0,0.0,537,230,3,,0,3,2.3,1.8,1,Leandro,1.0,1,0,0.0,537,230,111,False,0.0,536,229,74,,None,65,0,0,4,0,,116216.jpg,1.0,0,0,Trossard,2.3,False,None,a,5,36,0.0,536,230,1,4134,4134,3722,3722,0.2,0.2,Trossard,1
0,0,19,None,None,0,215059,None,,0,0,0,0,0.0,337,41,None,,0,1,2.2,1.7,3,Robert,3.0,1,0,0.0,348,51,113,False,0.0,339,51,90,,None,45,0,0,None,0,,215059.jpg,3.0,0,5,Sánchez,11.0,False,None,a,5,36,0.0,310,41,3,9605,9605,6999,6999,0.7,0.7,Sánchez,0
0,0,3,None,None,0,232792,None,,0,0,0,0,0.0,358,173,None,,0,2,1.9,1.4,1,Tariq,1.0,0,0,0.0,367,174,114,False,0.0,358,173,15,,None,45,0,0,None,0,,232792.jpg,1.0,0,0,Lamptey,2.8,False,None,a,5,36,0.0,333,165,1,3601,3601,4035,4035,0.2,0.2,Lamptey,0
0,0,0,None,None,0,235382,None,,0,0,0,0,0.0,360,118,None,,0,3,1.0,0.5,0,Steven,0.0,0,0,0.0,369,118,115,False,0.0,360,113,0,,None,45,0,0,None,0,,235382.jpg,0.0,0,0,Alzate,0.2,False,None,a,5,36,0.0,335,104,0,734,734,518,518,0.0,0.0,Alzate,0
0,0,1,None,None,0,243016,2,,0,0,0,0,0.0,512,216,1,,0,3,2.0,1.5,0,Alexis,0.0,1,0,0.0,513,217,116,False,0.0,510,215,90,,None,55,1,0,3,0,,243016.jpg,0.0,0,0,Mac Allister,0.2,False,None,a,5,36,0.0,507,215,0,452,452,465,465,0.0,0.0,Mac Allister,0
0,0,0,0,0,0,243505,None,,0,0,0,0,0.0,363,120,2,,0,3,0.0,0.0,0,Jakub,0.0,0,0,0.0,372,120,117,False,0.0,363,115,0,Knee injury - Unknown return date,2022-07-05T15:30:04.143244Z,45,0,0,None,0,,243505.jpg,0.0,0,0,Moder,0.0,False,None,i,5,36,0.0,338,106,0,25,25,137,137,0.0,0.0,Moder,0
0,0,5,None,None,0,423649,None,,0,0,0,0,0.0,515,218,None,,0,3,2.0,1.5,1,Enock,1.0,0,0,0.0,516,219,118,False,0.0,514,218,14,,None,55,0,0,None,0,,423649.jpg,1.0,0,0,Mwepu,0.1,False,None,a,5,36,0.0,510,217,1,307,307,419,419,0.2,0.2,Mwepu,0
0,0,0,None,None,0,441192,None,,0,0,0,0,0.0,379,129,None,,0,3,1.0,0.5,0,Jeremy,0.0,0,0,0.0,387,129,119,False,0.0,380,124,0,,None,45,0,0,None,0,,441192.jpg,0.0,0,0,Sarmiento Morante,0.1,False,None,a,5,36,0.0,355,115,0,366,366,238,238,0.0,0.0,Sarmiento,0
0,0,17,None,None,0,486672,None,,0,0,0,0,0.0,485,196,None,,0,3,1.6,1.1,2,Moisés,2.0,1,0,0.0,486,196,120,False,0.0,482,194,90,,None,50,0,0,None,0,,486672.jpg,2.0,0,0,Caicedo Corozo,0.1,False,None,a,5,36,0.0,474,190,2,468,468,168,168,0.4,0.4,Caicedo,0
0,0,0,0,0,0,209045,None,,0,0,0,0,0.0,332,111,None,,0,3,0.0,0.0,0,Taylor,0.0,0,0,0.0,343,111,121,False,0.0,334,106,0,Joined QPR on loan - Expected back 01 Jul,2022-07-22T22:30:04.788277Z,45,0,0,None,0,,209045.jpg,0.0,0,0,Richards,0.0,False,None,u,5,36,0.0,305,97,0,0,0,68,68,0.0,0.0,Richards,0
0,0,0,0,0,0,433589,None,,0,0,0,0,0.0,229,91,None,,0,2,0.0,0.0,0,Haydon,0.0,0,0,0.0,245,94,122,False,0.0,236,93,0,Joined Derby County on loan - Expected back 01 Jul,2022-07-09T22:00:04.021716Z,40,0,0,None,0,,433589.jpg,0.0,0,0,Roberts,0.0,False,None,u,5,36,0.0,187,69,0,0,0,58,58,0.0,0.0,Roberts,0
0,0,2,None,None,0,450434,None,,0,0,0,0,0.0,519,39,None,,0,4,1.5,1.0,1,Deniz,1.0,0,0,0.0,520,39,123,False,0.0,518,38,1,,None,55,0,0,None,0,,450434.jpg,1.0,0,0,Undav,0.9,False,None,a,5,36,0.0,514,36,1,1532,1532,2582,2582,0.2,0.2,Undav,0
0,0,0,None,None,0,451340,None,,0,0,0,0,0.0,481,194,None,,0,3,1.6,1.1,0,Kaoru,0.0,0,0,0.0,482,194,124,False,0.0,478,192,0,,None,50,0,0,None,0,,451340.jpg,0.0,0,0,Mitoma,0.1,False,None,a,5,36,0.0,470,188,0,34,34,134,134,0.0,0.0,Mitoma,0
0,0,0,None,None,0,474120,None,,0,0,0,0,0.0,483,34,None,,0,4,1.3,0.8,0,Julio,0.0,0,0,0.0,484,33,125,False,0.0,480,31,0,,None,50,0,0,None,0,,474120.jpg,0.0,0,0,Enciso,0.5,False,None,a,5,36,0.0,472,31,0,1328,1328,1687,1687,0.0,0.0,Enciso,0
0,0,0,None,None,0,484658,None,,0,0,0,0,0.0,401,142,None,,0,3,1.0,0.5,0,Kacper,0.0,0,0,0.0,408,142,126,False,0.0,402,138,0,,None,45,0,0,None,0,,484658.jpg,0.0,0,0,Kozłowski,0.1,False,None,a,5,36,0.0,379,129,0,171,171,200,200,0.0,0.0,Kozłowski,0
0,0,0,None,None,0,240514,None,,0,0,0,0,0.0,227,24,None,,0,1,1.0,0.5,0,Kjell,0.0,0,0,0.0,243,38,542,False,0.0,234,38,0,,None,40,0,0,None,0,,240514.jpg,0.0,0,0,Scherpen,0.1,False,None,a,5,36,0.0,185,24,0,236,236,90,90,0.0,0.0,Scherpen,0
0,0,0,None,None,0,178173,None,,0,0,0,0,0.0,206,78,None,,0,2,1.0,0.5,0,Matt,0.0,0,0,0.0,222,81,543,False,0.0,213,80,0,,None,40,0,0,None,0,,178173.jpg,0.0,0,0,Clarke,0.2,False,None,a,5,36,0.0,163,55,0,923,923,437,437,0.0,0.0,Clarke,0
0,0,0,None,None,0,469142,None,,0,0,0,0,0.0,238,99,None,,0,2,1.0,0.5,0,Jan Paul,0.0,0,0,0.0,254,102,544,False,0.0,245,101,0,,None,40,0,0,None,0,,469142.jpg,0.0,0,0,van Hecke,0.2,False,None,a,5,36,0.0,196,77,0,978,978,442,442,0.0,0.0,Van Hecke,0
0,0,3,None,None,0,460028,None,,0,0,0,0,0.0,388,183,None,,0,2,1.9,1.4,1,Levi,1.0,0,0,0.0,395,184,559,False,0.0,389,184,1,,None,45,0,0,None,0,,460028.jpg,1.0,0,0,Colwill,0.1,False,None,a,5,36,0.0,365,176,1,464,464,129,129,0.2,0.2,Colwill,0
0,0,0,None,None,0,478912,None,,0,0,0,0,0.0,397,138,None,,0,3,1.0,1.5,0,Carney,0.0,0,0,0.0,404,138,48,False,0.0,398,134,0,,None,45,0,0,None,0,,478912.jpg,0.0,0,0,Chukwuemeka,0.7,False,None,a,6,8,0.0,375,125,0,1497,1497,2463,2463,0.0,0.0,Chukwuemeka,0
0,0,8,None,None,0,179268,None,,0,0,0,0,15.2,49,15,None,,0,2,2.3,2.8,0,Marc,0.0,0,0,2.2,120,45,112,False,7.0,130,59,15,,None,50,0,0,None,0,,179268.jpg,0.0,0,0,Cucurella Saseta,8.6,False,None,a,6,8,0.0,440,194,0,16380,16380,33377,33377,0.0,0.0,Cucurella,1
0,1,30,None,None,1,41328,None,,0,0,0,0,26.1,20,5,None,,0,2,2.3,2.8,7,César,7.0,0,0,4.5,60,17,127,False,17.2,64,31,90,,None,50,0,0,None,0,,41328.jpg,7.0,0,0,Azpilicueta,1.6,False,None,a,6,8,2.0,119,38,7,8813,8813,3490,3490,1.4,1.4,Azpilicueta,0
0,0,27,None,None,1,51090,None,,0,0,0,0,1.8,119,38,None,,0,2,2.6,3.1,6,Thiago,6.0,0,0,2.4,110,40,128,False,22.0,49,20,90,,None,55,0,0,None,0,,51090.jpg,6.0,0,0,Emiliano da Silva,6.6,False,None,a,6,8,0.0,477,202,6,6503,6503,8789,8789,1.1,1.1,Thiago Silva,0
0,0,0,None,None,0,82263,2,,0,0,0,0,0.0,491,204,2,,0,2,2.6,3.1,0,Marcos,0.0,0,0,0.0,491,204,129,False,0.0,487,204,0,,None,55,0,0,None,0,,82263.jpg,0.0,0,0,Alonso,3.5,False,None,a,6,8,0.0,482,203,0,1430,1430,21679,21679,0.0,0.0,Alonso,0
0,3,32,None,None,1,85955,None,,0,0,0,0,15.1,52,34,None,,1,3,2.2,2.7,11,Jorge Luiz,11.0,0,1,7.3,27,18,130,True,39.0,14,6,90,,None,60,0,0,1,0,,85955.jpg,11.0,0,0,Frello Filho,2.1,False,None,a,6,8,19.0,51,31,11,21346,21346,4019,4019,1.8,1.8,Jorginho,0
0,0,0,None,None,0,88894,None,,0,0,0,0,0.0,431,161,None,,0,3,1.6,2.1,0,Ross,0.0,0,0,0.0,436,160,131,False,0.0,430,156,0,,None,50,0,0,None,0,,88894.jpg,0.0,0,0,Barkley,0.1,False,None,a,6,8,0.0,409,148,0,114,114,311,311,0.0,0.0,Barkley,0
0,0,0,None,None,0,91651,None,,0,0,0,0,0.0,433,162,None,,0,3,1.6,2.1,0,Mateo,0.0,0,0,0.0,438,161,132,False,0.0,432,157,0,,None,50,0,0,None,0,,91651.jpg,0.0,0,0,Kovacic,0.9,False,None,a,6,8,0.0,412,150,0,1646,1646,4598,4598,0.0,0.0,Kovacic,0
0,0,0,None,None,0,109745,None,,0,0,0,0,0.0,288,35,None,,0,1,2.2,2.7,0,Kepa,0.0,0,0,0.0,303,48,133,False,0.0,294,48,0,,None,45,0,0,None,0,,109745.jpg,0.0,0,0,Arrizabalaga,0.3,False,None,a,6,8,0.0,251,35,0,230,230,794,794,0.0,0.0,Arrizabalaga,0
