,id,name,short_name,created,closed,rank,max_entries,league_type,scoring,admin_entry,start_event,entry_can_leave,entry_can_admin,entry_can_invite,has_cup,cup_league,cup_qualified,entry_rank,entry_last_rank
0,1538670,League 1538670,,2022-08-05T05:31:18.082117Z,True,,,c,h,,1,False,False,False,False,,,1,0
